Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
10471,2001,07/15/2002,Vernon,1134 2D1 HARTFORD TPKE,40940.0,77900.0,0.525545571,,,,,,POINT (-72.4425 41.85435)
190164,2019,04/07/2020,Berlin,143 NEWTON STREET,165200.0,287000.0,0.5756,Single Family,Single Family,,qualified sale,,
42273,2004,05/20/2005,Bridgeport,101 CROSS ST,99610.0,145000.0,0.686965517,,,,,,
80159,2008,05/19/2009,Bloomfield,DOUGLAS STREET,13690.0,19557.0,0.700005113,Single Family,Single Family,,,,
20236,2020,04/30/2021,Montville,78 JEROME RD,127600.0,260000.0,0.4907,Residential,Single Family,,,,POINT (-72.11466 41.43189)
20166,2002,04/03/2003,Wolcott,820 SPINDLE HILL RD,38430.0,230000.0,0.167086957,,,7.0,,,
80341,2008,08/19/2009,Branford,13 PARTRIDGE LA,114600.0,599642.0,0.191114031,Single Family,Single Family,07 - Change in Property,CO 8/17/09,,
160002,2016,10/03/2016,East Windsor,3 RIDGE RD,92100.0,80500.0,1.144099379,Single Family,Single Family,11 - Court Order,COMMITTEE DEED,,
10113,2010,12/01/2010,Milford,22 PECK LANE,294380.0,367000.0,0.802125341,Single Family,Single Family,,,,
20694,2002,07/29/2003,Norwich,136 HUNTERS RD LT 122,22900.0,40000.0,0.5725,,,,,,
41117,2004,02/23/2005,Stamford,12 WEBB AVE,115710.0,460000.0,0.251543478,,,,,,
160074,2016,11/22/2016,Windsor,18 GIDDINGS AVE,123130.0,208500.0,0.590551559,Single Family,Single Family,,,,POINT (-72.65504 41.83395)
15991,2015,07/22/2016,Milford,54 KNOBB HILL RD,212590.0,315000.0,0.674888889,Single Family,Single Family,,,,
190021,2019,10/17/2019,Stonington,7 DOWNER ST,149800.0,215000.0,0.6967,Single Family,Single Family,,,,
210371,2021,07/26/2022,New Canaan,72 EAST AVE-#2,1235850.0,2000000.0,0.6179,Residential,Condo,,,,POINT (-73.489170006 41.147862981)
150010,2015,10/01/2015,Waterbury,4 MACAULEY AVE,115680.0,74900.0,1.544459279,Single Family,Single Family,25 - Other,SHORT SALE,,
30689,2003,03/31/2004,New Britain,87A CLINIC DR 22,28630.0,30000.0,0.954333333,,,,,,POINT (-72.78514 41.64846)
60303,2006,07/01/2007,New Canaan,160 CHICHESTER RD,856000.0,1805000.0,0.474238227,Single Family,Single Family,,,,POINT (-73.52097 41.15235)
19140,2019,03/10/2020,Monroe,59 TWIN BROOK TER,191400.0,320000.0,0.5981,Single Family,Single Family,,,,
60579,2006,02/02/2007,Norwalk,43 HARBOR AVE,45710.0,109000.0,0.419357798,Condo,Condo,,,,
20170,2020,11/30/2020,Southbury,22 ASH LANE,198980.0,315000.0,0.6316,Residential,Single Family,,,,
150008,2015,11/24/2015,Bozrah,4 HIGH MEADOW LANE,247120.0,490037.0,0.504288452,Single Family,Single Family,,,,
60071,2006,02/22/2007,Woodbury,447 TRANSYLVANIA RD,465180.0,690000.0,0.674173913,Single Family,Single Family,,,,
200264,2020,07/06/2021,Colchester,75 CEMETERY RD,121300.0,275000.0,0.441,Residential,Single Family,,,,POINT (-72.40848 41.55062)
50334,2005,07/31/2006,Cromwell,23 GLENVIEW DR,84000.0,206000.0,0.40776699,,,,,,
170416,2017,08/01/2018,Wethersfield,164 AMHERST ST,152200.0,250000.0,0.6088,Single Family,Single Family,,,,
10685,2010,03/07/2011,Bridgeport,3104 MAIN STREET,690830.0,480000.0,1.439229167,,,16 - Charitable Group,SALES FROM A RELIGIOUS ORG,,
220230,2022,12/29/2022,New Haven,230 FILLMORE ST,187170.0,340000.0,0.5505,Residential,Three Family,,,,POINT (-72.899947023 41.31516099)
70695,2007,08/04/2008,Fairfield,95 NORTHFIELD RD,372470.0,525000.0,0.709466667,Single Family,Single Family,,,,
140630,2014,06/18/2015,Fairfield,3420 CONGRESS STREET,873390.0,1350000.0,0.646955556,Single Family,Single Family,,,,
120237,2012,08/07/2013,Brookfield,22 LONG MEADOW HILL RD,166640.0,200000.0,0.8332,Single Family,Single Family,,,,
90576,2009,06/30/2010,Milford,40 JAMES STREET,308840.0,485000.0,0.636783505,Single Family,Single Family,,,,
190166,2019,05/14/2020,Ledyard,1554 ROUTE 12,165620.0,259900.0,0.6372,Single Family,Single Family,,,,
190372,2019,08/10/2020,East Lyme,27 MAPLEWOOD DR,195580.0,310000.0,0.6309,Single Family,Single Family,01 - Family,,,POINT (-72.23193 41.35807)
190186,2019,05/06/2020,New Canaan,6 VALLEY LA,1152200.0,1369757.0,0.8412,Single Family,Single Family,,,,
180223,2018,06/25/2019,Plainville,30 CANTERBURY LN,115430.0,204900.0,0.5633,Single Family,Single Family,,,,
210541,2021,04/22/2022,Norwich,509 NORWICH AVE,527000.0,900000.0,0.5855,Industrial,,,,,POINT (-72.046035022 41.567687994)
120531,2012,09/30/2013,Trumbull,41 FLINT STREET,176900.0,257000.0,0.688326848,Single Family,Single Family,,,,
60431,2006,04/03/2007,West Haven,3 COWPEN RD,222810.0,330000.0,0.675181818,Single Family,Single Family,,,,
60050,2006,01/30/2007,Litchfield,48 S LAKE ST,151200.0,220000.0,0.687272727,Single Family,Single Family,,,,
50336,2005,05/01/2006,Southbury,626 JACOB RD,431060.0,897000.0,0.480557414,,,7,,,
180486,2018,09/30/2019,Simsbury,8 AUGUST ROAD,231970.0,390000.0,0.5947,Single Family,Single Family,,,,POINT (-72.85721 41.83146)
20105,2002,03/24/2003,Old Lyme,95 LYME ST,216200.0,325000.0,0.665230769,,,,,,POINT (-72.32614 41.32625)
40080,2004,06/13/2005,Harwinton,N GATE ESTS,85010.0,184500.0,0.460758808,,,,,,
80586,2008,08/21/2009,Milford,72 DAYTONA AVENUE,173840.0,207000.0,0.839806763,Single Family,Single Family,14 - Foreclosure,,,
170810,2017,07/25/2018,New Haven,165 COVE ST,143290.0,178000.0,0.805,Single Family,Single Family,,,,
213355,2021,01/20/2022,North Haven,2285 RIDGE RD,540555.0,1125000.0,0.4804,Residential,Single Family,,,,POINT (-72.881677995 41.397627979)
120884,2012,07/09/2013,Norwalk,15 CHRISTY ST,254520.0,220000.0,1.156909091,Single Family,Single Family,,,,
10679,2001,03/21/2002,Hartford,217 FRANKLIN AVE UT 103B,22750.0,77300.0,0.294307891,,,,,,
900062,2009,12/07/2009,Plainville,111 SHUTTLE MEADOW RD,107940.0,115000.0,0.938608696,Single Family,Single Family,,,,
11074,2011,01/19/2012,Watertown,47 WESTVIEW DR,143800.0,166000.0,0.86626506,Single Family,Single Family,,,,
100287,2010,05/13/2011,East Hartford,"151,151A, 184 PARK AVE",775390.0,250000.0,3.10156,,,25 - Other,2 industrial bldgs & vacant lot,,
190874,2019,07/23/2020,West Hartford,30 FARMSTEAD LANE,167790.0,224000.0,0.7491,Single Family,Single Family,25 - Other,ESTATE SALE,,
90051,2009,12/10/2009,Winchester,174 WALLENS ST B6,137830.0,198000.0,0.696111111,Condo,Condo,,,,POINT (-73.04956 41.92891)
140092,2014,06/16/2015,Redding,86 PICKETTS RIDGE RD,364600.0,509500.0,0.715603533,Single Family,Single Family,25 - Other,DUPLICATE ENTRY - SEE #140088,,
62157,2006,08/03/2007,Waterbury,174 MANSFIELD AVE,78540.0,153000.0,0.513333333,Single Family,Single Family,,,,
130602,2013,07/22/2014,Southington,10 JORDAN CT,147800.0,162000.0,0.912345679,Two Family,Two Family,14 - Foreclosure,,,
20078,2020,11/09/2020,Darien,97 CHRISTIE HILL RD,2029370.0,3075000.0,0.6599,Residential,Single Family,,,,POINT (-73.50518 41.08402)
10194,2001,12/04/2001,New Britain,54 ERIK CT,72280.0,121500.0,0.594897119,,,,,,
50291,2005,08/16/2006,Wolcott,63 TOSUN RD,92680.0,100000.0,0.9268,,,8,,,
120011,2012,10/10/2012,Enfield,17 GUILD ST,123100.0,180000.0,0.683888889,Single Family,Single Family,,,,
51155,2005,05/22/2006,Hartford,193-195 ADELAIDE ST,63700.0,250000.0,0.2548,,,,,,
170524,2017,06/11/2018,Southington,273 CARRIAGE DR,124960.0,235000.0,0.5317,Condo,Condo,,,,
221090,2022,06/01/2023,Fairfield,113 CHARLES STREET,384160.0,930000.0,0.4131,Residential,Single Family,08 - Part Interest,,,POINT (-73.254444028 41.134043988)
10503,2010,06/30/2011,Milford,19 DEVINE PLACE,443650.0,558000.0,0.795071685,Single Family,Single Family,,,,
220121,2022,12/06/2022,Shelton,111-113 KNEEN ST,229110.0,501000.0,0.4573,Residential,Three Family,,106A 1,,POINT (-73.091593959 41.308713002)
12695,2012,07/12/2013,Fairfield,232 RANGE ROAD,821170.0,1125000.0,0.729928889,Single Family,Single Family,,,,
190334,2019,09/16/2020,Clinton,20 BEACH PARK RD,160800.0,170000.0,0.9459,Single Family,Single Family,25 - Other,NOT ON OPEN MARKET,,POINT (-72.509 41.27162)
130132,2013,02/04/2014,Brookfield,3 SURREY DRIVE,205930.0,316000.0,0.651677215,Single Family,Single Family,,,,
22045,2022,12/09/2022,Thompson,0 REARDON RD,88800.0,137500.0,0.6458,Industrial,,24 - Plottage,,,POINT (-71.893469982 41.966023465)
10723,2001,05/01/2002,Hamden,17 DEER HL DR,151760.0,316000.0,0.480253165,,,,,,
21122,2002,06/27/2003,Hartford,425 HUDSON ST UT B 2,7210.0,5000.0,1.442,,,8.0,,,
221905,2022,05/18/2023,Bridgeport,166 SIXTH ST #168,143540.0,433000.0,0.3315,Residential,Single Family,,,,POINT (-73.167826027 41.180153005)
40381,2004,05/10/2005,East Haven,25 S END RD,107870.0,298500.0,0.361373534,,,,,,
30376,2003,06/07/2004,Montville,109 WILDWOOD LN,83280.0,185000.0,0.450162162,,,,,,POINT (-72.11139 41.4808)
50408,2005,02/27/2006,Torrington,119 KINNEY ST UT 1D,47300.0,75000.0,0.630666667,,,,,,
210602,2021,08/30/2022,South Windsor,1701 MILL POND DRIVE,116600.0,312000.0,0.373717949,Residential,Condo,,,,POINT (-72.579207547 41.82314552)
30484,2003,02/02/2004,Bristol,233 MATTHEWS ST,140360.0,262900.0,0.533891213,,,,,,
70087,2007,11/01/2007,Stratford,BREAKERS LN BS28,17500.0,30000.0,0.583333333,,,,BOAT SLIP,,
50896,2005,06/28/2006,Stratford,265 QUENBY PL,255780.0,447500.0,0.571575419,,,,,,
30456,2003,11/24/2003,Stamford,16 WOODY TRL,292670.0,654000.0,0.447507645,,,,,,
170260,2017,05/25/2018,Wethersfield,241-243 MIDDLETOWN AVE,156000.0,256000.0,0.609375,Two Family,Two Family,14 - Foreclosure,BANK SALE,,POINT (-72.65323 41.69577)
70221,2007,07/29/2008,Montville,99 OXOBOXO CROSS RD,129980.0,183000.0,0.710273224,Single Family,Single Family,,,,POINT (-72.20619 41.49427)
171080,2017,06/07/2018,Norwalk,71 AIKEN ST UNIT O/7,122820.0,189500.0,0.6481,Condo,Condo,,5-21-382-O/7,,
190043,2019,10/17/2019,West Hartford,48 COLONIAL STREET,128870.0,219000.0,0.5884,Single Family,Single Family,,,,
40558,2004,04/05/2005,West Haven,343 BEACH ST UT 203,189140.0,399900.0,0.472968242,,,,,,POINT (-72.94124 41.25873)
120019,2012,11/26/2012,Westbrook,112 OLD KELSEY PT RD,194220.0,248000.0,0.783145161,Single Family,Single Family,,,,
221332,2022,06/30/2023,Waterbury,45 MAPLEROW AVE,90480.0,233600.0,0.3873,Residential,Single Family,,,,POINT (-73.003460007 41.561729005)
70039,2007,06/04/2008,Marlborough,119 SOUTH RD,184730.0,245000.0,0.754,Single Family,Single Family,,,,
220211,2022,08/07/2023,Rocky Hill,10 ALLISON WAY,300300.0,689960.0,0.4352,Residential,Single Family,,,,POINT (-72.668666007 41.668916993)
100034,2010,01/18/2011,Old Lyme,31 OLD COLONY RD.,278700.0,320000.0,0.8709375,Single Family,Single Family,,,,
40772,2004,05/17/2005,Milford,70 RATON DR UT E,37520.0,95000.0,0.394947368,,,,,,
170517,2017,06/07/2018,Southington,43 COMMISSION ST,270010.0,390000.0,0.6923,Single Family,Single Family,,,,
50013,2005,10/12/2005,Colchester,14 BRIDGE ST,111400.0,245000.0,0.454693878,,,,,,POINT (-72.44756 41.55231)
180121,2018,10/22/2018,Waterbury,1523 BALDWIN ST,83530.0,53000.0,1.576,,,09 - Tax,,,POINT (-73.03524 41.53209)
180619,2018,04/22/2019,Stratford,114 WILLIAM ST,163800.0,230000.0,0.712173913,Single Family,Single Family,25 - Other,,DUPLICATE ENTRY - SEE #180616,
80495,2008,06/22/2009,West Hartford,799 PROSPECT AVE B-6,173900.0,160000.0,1.086875,Condo,Condo,,,,
20424,2002,05/29/2003,Windsor,291 RAINBOW RD,103040.0,70000.0,1.472,,,25.0,,,
60172,2006,02/05/2007,Cheshire,40 SOUTHWICK UT 302,129630.0,205000.0,0.632341463,Condo,Condo,,,,
40606,2004,05/16/2005,Manchester,111 MIDDLE TPKE W,63800.0,156000.0,0.408974359,,,,,,POINT (-72.52878 41.78282)
201054,2020,08/12/2021,New Britain,457 SOUTH ST,15190.0,340000.0,0.0446,Residential,Two Family,07 - Change in Property,,,POINT (-72.75759 41.65373)
180418,2018,05/21/2019,Glastonbury,150 HOLLISTER WAY S,171500.0,273000.0,0.6282,Condo,Condo,,,,
160024,2016,11/25/2016,Portland,9 SHERWOOD COURT,138390.0,204000.0,0.678382353,Condo,Condo,,021-0018-11,,
21341,2002,07/02/2003,Norwalk,103 HIGHLAND AVE,405230.0,1280000.0,0.316585938,,,,,,POINT (-73.43489 41.07084)
130158,2013,11/25/2013,Danbury,2A JEANETTE RD #29,79400.0,105000.0,0.756190476,Condo,Condo,,G09092-29,,
30612,2003,06/09/2004,Shelton,MIDDLE AVE LT 95,3150.0,8000.0,0.39375,,,,,,
17013,2017,10/04/2017,Watertown,938 MAIN ST,205700.0,305000.0,0.67442623,,,,,,
100013,2010,10/15/2010,Enfield,17 ROCKET RUN,142300.0,170000.0,0.837058824,Single Family,Single Family,,,,
50972,2005,06/15/2006,Bristol,22 LILLIAN RD,68230.0,194500.0,0.350796915,,,,,,
70852,2007,03/17/2008,Bridgeport,333 VINCELLETTE ST. #48,80950.0,41225.0,1.963614312,Condo,Condo,08 - Part Interest,,,POINT (-73.21889 41.21534)
140027,2014,11/20/2014,Windham,24 PARISH HILL RD,222800.0,392500.0,0.567643312,Single Family,Single Family,,,,
150455,2015,05/26/2016,Griswold,60 BMW DRIVE,187950.0,289000.0,0.650346021,Single Family,Single Family,,,,POINT (-71.95898 41.58847)
10557,2001,07/01/2002,Branford,24 QUARRY DOCK RD,175000.0,220000.0,0.795454545,,,,,,
60515,2006,07/18/2007,Naugatuck,FOX HOLW UT 8,177490.0,75000.0,2.366533333,Condo,Condo,07 - Change in Property,,,
211118,2021,03/18/2022,Waterbury,551 WILSON ST,59300.0,50000.0,1.186,Residential,Two Family,25 - Other,PRIVATE SALE,,POINT (-73.050023994 41.54261001)
190195,2019,04/08/2020,East Lyme,38 HOPE ST #120,267610.0,525000.0,0.5097,Condo,Condo,,,,
10120,2001,02/25/2002,Tolland,144 BROWNS BRG RD,161630.0,265000.0,0.609924528,,,7,,,
16109,2016,02/03/2017,Seymour,153 WEST ST,59570.0,25000.0,2.3828,Single Family,Single Family,07 - Change in Property,BUILDING GUTTED  EXTENSIVE RENOVATIONS NEEDED,,
29030,2002,07/03/2003,Manchester,88 HOMESTEAD ST,63200.0,130000.0,0.486153846,,,,,,POINT (-72.53079 41.78577)
19198,2019,08/12/2020,Burlington,187 JOHNNYCAKE MOUNTAIN ROAD,319410.0,415000.0,0.7697,Single Family,Single Family,,,,
180475,2018,11/14/2018,Milford,10 GROVE ST,190520.0,280000.0,0.6804,Single Family,Single Family,,,,
180598,2018,06/03/2019,Meriden,524 SO COLONY ST,91770.0,164950.0,0.556350409,Single Family,Single Family,07 - Change in Property,WORK DONE WITHOUT PERMIT,,
170049,2017,11/20/2017,Clinton,14 CEDAR RD,148700.0,259000.0,0.574131274,Single Family,Single Family,,,,
170052,2017,03/12/2018,Beacon Falls,555 BURTON ROAD,198970.0,315000.0,0.6316,Single Family,Single Family,,,,POINT (-73.03884 41.45054)
17118,2017,11/13/2017,East Hartford,65 PHILLIPS FARM RD.,149250.0,188000.0,0.793882979,Condo,Condo,25 - Other,out of state seller,,
210002,2021,10/04/2021,Kent,81 NORTH MAIN U1-8,438400.0,786400.0,0.5574,Residential,Condo,25 - Other,MULTIPLE UNITS,,POINT (-73.473801032 41.729946007)
50465,2005,09/28/2006,Waterford,281 NIANTIC RVR RD,126340.0,285000.0,0.443298246,,,,,,
120247,2012,06/18/2013,Windsor,33 HUDSON LN,199990.0,265000.0,0.754679245,Condo,Condo,,,,
10864,2001,09/09/2002,Glastonbury,156 OPAL DR,110390.0,250000.0,0.44156,,,,,,
80220,2008,01/16/2009,New Britain,188 STRATFORD RD,104510.0,115000.0,0.908782609,Single Family,Single Family,14 - Foreclosure,,,
150167,2015,08/03/2016,Thompson,31 HIAWATHA DR,130700.0,190000.0,0.687894737,Single Family,Single Family,,,,
170832,2017,07/09/2018,Stratford,196 ALBERT AVE,152320.0,221500.0,0.6876,Single Family,Single Family,,,,
800054,2008,07/29/2009,Thomaston,117 EAST MAIN ST,187480.0,275000.0,0.681745455,,,,,,
220085,2022,06/21/2023,Thomaston,27 INNES AVE,154420.0,330000.0,0.4679,Residential,Single Family,,,,POINT (-73.085657979 41.672179984)
13389,2013,04/24/2014,Hartford,114 CUMBERLAND ST,50582.0,175000.0,0.28904,Single Family,Single Family,,,,
39950,2003,04/02/2004,Fairfield,80 MARGEMERE DR,435610.0,789000.0,0.552103929,,,,,,
160177,2016,01/13/2017,Branford,126 PINE ORCHARD RD,205400.0,42000.0,4.89047619,Single Family,Single Family,08 - Part Interest,,,
140012,2014,10/14/2014,Wolcott,12 SPINDLE HILL RD 2-F,162310.0,160060.0,1.014057229,Condo,Condo,14 - Foreclosure,FORECLOSURE BY SALE,,
180019,2018,10/16/2018,Ellington,13 ELIZABETH ST,140920.0,195000.0,0.7226,Single Family,Single Family,,,,
13185,2013,01/17/2014,East Hartford,38 BRANCH DR.,84710.0,120000.0,0.705916667,Single Family,Single Family,07 - Change in Property,Substantially improved,,
100212,2010,06/30/2011,Berlin,5-3/127/4 & 5,565200.0,165000.0,3.425454545,,,03 - Inter Corporation,,,
150362,2015,07/13/2016,Vernon,94 CAMPBELL AVE,140460.0,184000.0,0.763369565,Single Family,Single Family,,,,POINT (-72.48611 41.82548)
1800162,2018,02/07/2019,Portland,70 SUMMER ST,141400.0,85000.0,1.6635,Two Family,Two Family,26 - Rehabilitation Deferred,057-0099,,
30073,2003,10/21/2003,West Haven,56 CYNTHIA DR,69370.0,152000.0,0.456381579,,,,,,
40100,2004,04/25/2005,Redding,32 BLACK ROCK TPKE,271250.0,555750.0,0.488079172,,,,,,
180105,2018,04/03/2019,Thompson,35 LOGANS LN,39900.0,280000.0,0.1425,Single Family,Single Family,07 - Change in Property,,,
200202,2020,07/01/2021,Litchfield,85 E LITCHFIELD RD,168810.0,300000.0,0.5627,Residential,Single Family,,,,POINT (-73.16852 41.74632)
30752,2003,08/27/2004,Westport,48 PARK LN,459600.0,1102000.0,0.417059891,,,,,,
42779,2004,07/25/2005,Waterbury,197 FARRINGTON AVE,12460.0,195000.0,0.063897436,,,7,,,
30992,2003,08/26/2004,East Hartford,28 PIPER LN,89580.0,0.0,0.0,,,14.0,,,
120023,2012,11/14/2012,Brookfield,15 BROADVIEW RD,226940.0,346750.0,0.654477289,Single Family,Single Family,,,,
10123,2010,08/24/2011,Burlington,2 WYNDHAM LN,303380.0,428000.0,0.708831776,Condo,Condo,07 - Change in Property,,,
180050,2018,10/19/2018,Wallingford,103 GRANDVIEW AVE,161200.0,233000.0,0.6918,Single Family,Single Family,,,,
900221,2009,12/14/2009,Newington,26 KENLOCK STREET,136420.0,255000.0,0.534980392,Single Family,Single Family,,,,
150110,2015,05/27/2016,Old Lyme,69 PORTLAND AVE,188200.0,320000.0,0.588125,Single Family,Single Family,,,,POINT (-72.2786 41.28501)
110896,2011,09/04/2012,Norwalk,150 MAIN ST B/4,116830.0,120400.0,0.970348837,Condo,Condo,14 - Foreclosure,,,POINT (-73.41779 41.12494)
30582,2003,05/11/2004,New Milford,32 CANTERBURY ARMS,26670.0,104000.0,0.256442308,,,,,,
150065,2015,06/30/2016,Columbia,379 RT 66 S,132200.0,125000.0,1.0576,Single Family,Single Family,,28/29,,POINT (-72.33364 41.6819)
40346,2004,09/27/2005,Granby,12 RICKWOOD LN,172270.0,310000.0,0.555709677,,,,,,
200891,2020,02/23/2021,Norwalk,136 NEWTOWN AVE UNIT 2B,223180.0,365000.0,0.6114,Residential,Condo,,5-15-97-2B,,POINT (-73.40114 41.13417)
190678,2019,08/05/2020,Norwich,632 EAST MAIN ST,92700.0,170000.0,0.5453,Three Family,Three Family,,,,
2000753,2020,01/08/2021,Stamford,91 STRAWBERRY HILL AVE #135,101540.0,260000.0,0.3905,Residential,Condo,,,,POINT (-73.53139 41.06391)
170304,2017,01/24/2018,Meriden,91 CATHERINE DR,137480.0,209900.0,0.654978561,Single Family,Single Family,04 - Correcting Deed,,,
140034,2014,12/30/2014,Woodstock,76 MILLBROOK LA,532000.0,500000.0,1.064,Single Family,Single Family,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,,
90742,2009,03/24/2010,Bridgeport,177 SHERIDAN ST,156420.0,44500.0,3.51505618,Three Family,Three Family,14 - Foreclosure,FORECLOSURE,,POINT (-73.16929 41.19149)
20841,2020,06/23/2021,New Britain,331 PARK ST,142870.0,440000.0,0.3247,Apartments,,,,,
180323,2018,02/22/2019,Hamden,707 MIX AVE U5-3,64330.0,116000.0,0.5545,Condo,Condo,,,,
40096,2004,12/07/2004,Simsbury,21 HARVEST HL RD,177530.0,374000.0,0.474679144,,,,,,
180912,2018,09/10/2019,Meriden,19 RETREAT AVE,85680.0,185000.0,0.463135135,Single Family,Single Family,07 - Change in Property,WORK DONE WITHOUT PERMIT,,
21289,2021,03/09/2022,Newtown,2 ARDI COURT,170250.0,302000.0,0.5637,Residential,Condo,,,,POINT (-73.285477019 41.420695019)
190092,2019,12/18/2019,Bethel,29 BENEDICT ROAD,257320.0,650000.0,0.3959,Single Family,Single Family,23 - Zoning,,,
110004,2011,10/07/2011,Woodbury,1246  MAIN ST NORTH PARCEL A,252880.0,55000.0,4.597818182,,,01 - Family,PART OF THE LAND WAS QUICK CLAIMED BETWEEN FAMILY MEMBERS,,
900425,2009,08/27/2010,Westport,85 KINGS HWY S,237500.0,1335000.0,0.177902622,Single Family,Single Family,07 - Change in Property,NEW HOUSE,,POINT (-73.37954 41.1243)
40658,2004,01/14/2005,Norwalk,5 BLACKBERRY LN,309680.0,425000.0,0.728658824,,,,,,
120060,2012,11/16/2012,Vernon,70-328 OLD TOWN RD,99120.0,84500.0,1.173017751,Condo,Condo,25 - Other,UNKNOWN,,POINT (-72.48012 41.86026)
10015,2001,12/19/2001,Sprague,95 RIVER ST,63530.0,127000.0,0.50023622,,,,,,
70062,2007,03/17/2008,North Branford,9 ROBIN LN,169750.0,259000.0,0.655405405,Single Family,Single Family,,,,
160337,2016,11/30/2016,Stamford,14 FROST POND ROAD,510280.0,640350.0,0.796876708,Single Family,Single Family,,,,POINT (-73.53713 41.14755)
60566,2006,05/31/2007,Middletown,46 MEECH RD,78300.0,199000.0,0.393467337,Single Family,Single Family,,,,
160894,2016,07/25/2017,Danbury,19 GREENFIELD AV,149700.0,242000.0,0.618595041,Single Family,Single Family,,H16059,,
180684,2018,06/26/2019,New Britain,630 STANLEY ST,94290.0,260000.0,0.362653846,Three Family,Three Family,07 - Change in Property,,RENOVATED PER MLS - SEE PREVIOUS #180315,
16016,2016,11/18/2016,Marlborough,31 FINLEY HILL RD,171780.0,255000.0,0.673647059,Single Family,Single Family,,,,POINT (-72.46943 41.68069)
30854,2003,06/01/2004,Greenwich,82 HALSEY DR,359030.0,815000.0,0.440527607,,,,,,
140073,2014,02/05/2015,Ledyard,68 LONG POND RD,60690.0,75000.0,0.8092,Single Family,Single Family,25 - Other,ABUTTING OWNER - INCLUDES SMALL LOT ACROSS ST - ADDED $210 ASSD VALUE FOR 63 LONG POND RD,,POINT (-71.94799 41.44391)
